1,2,3-三甲苯	偏三甲苯；1,2,3-三甲苯 
存油器	集油器
油壓洩放閥	機油安全閥
儲油器	轉向油罐
油砂心型	油砂芯
油水分離器	油分離器
油泥	油泥
油箱	油箱
Oldham 聯結器	滑塊聯接
單流鍋爐	直流鍋爐
單件模型	整體模
不透明性	消光度
開敞式燃燒室	開式燃燒室
開口循環	開式循環
明冒口	明冒口
開迴路控制	開環控制
操作情況	工況；運行工況
運轉壓力	工作壓力
任務重量	作業質量
操作	工序
對衝活塞引擎	對動活塞式發動機
光學試驗台	萬能光具座
光學密度	光學密度
光纖	光學纖維
光學玻璃	光學玻璃
光槓桿	光學杠杆
光學係	光學係統
光學管長	光學筒長
最佳控制	最優控制
有機物接合劑	有機黏結劑
孔口	節流圈
原圖	原圖
正交投影	正投影
振盪	擺動
振盪從動件	擺動從動件
振盪	振蕩
示波器	示波器
示波器	示波器
失控	失控
外層	外護板；外氣缸
外環	外圈
外端蝸線角	大端螺旋角
出口	出口
出口壓力	出口壓力
輸出桿	輸出構件
輸出功率	輸出功率
輸出扭矩	輸出轉矩
伸出舷外距離	前伸距
承力支架	外伸支腿
外徑	外徑
外分釐卡	外徑千分尺
橢圓埋頭鉚釘	半沈頭鉚釘
超速驅動	超速檔
全直徑	外直徑
全寬	總寬度
汽缸蓄凸輪軸	頂置凸輪軸
過熱	過熱
過熱	過熱
外伸	外懸
重搭	焊瘤；重疊度
超速離合器	超越離合器
超速調節器	限速器
超速保護	過速保護
傾覆力矩	翻傾力矩
氧乙炔燄	氧乙炔焰
氧乙炔熔接	氧乙炔焊
氧吹管截割	氧矛切割
氫氧熔接	氫氧焊
裝匣退火	裝箱退火
裝匣滲碳	固體滲碳
整裝鍋爐	整裝鍋爐
緩衝器	瓦塊
油墊潤滑	油墊潤滑
油漆	油漆
油漆混合器	油漆攪拌機
噴漆器	塗料噴刷機
塗刷	塗裝
托板	托盤
托板卡車	托盤搬運車
石蠟	烷烴
視差誤差	視差
平行力係	平行力係
分割模型	分塊模
分壓力	分壓力
質點	顆粒
粒子分離器	顆粒分離器
粒度	顆粒尺寸；粉末粒度
分模劑	分型劑
客車	乘用車
載客升降機	乘客電梯
鈍化	鈍化
修補	修型
韌化	索氏體化處理
接觸路線	齧合線
模型	模
模型組合	模組
模型模	壓型
爪	棘爪
酬載	有效起重量；有效載荷
峰間值	峰間值
波來體	珠光體
增壓砂心	透氣砂芯
滲透劑	滲透液
多孔板	穿孔板
性能試驗	性能試驗
週邊速度	圓周速度
永久磁鐵	永磁鐵
金屬模鑄法	金屬型鑄造
導磁係數	滲透率
透氣號數	透穿數
磁導計	磁導計
滲透	滲透
透視	透視投影
相	相；相位
相位控制	相位控制
相差	相位差
相位計	相位表
相速度	相速度
磷酸鹽表面處理	磷化
光電池	光敏電池
光度計	光度計
測光	光度學
光電管	光電管
光伏特效應	光伏效應
高拉力鋼線	琴鋼絲
浸洗	酸洗
穿孔模	沖孔模
生鐵	生鐵
支柱	立柱
前導噴射	預噴射；引燃噴射
導閥	錯油門
銷	銷；柱銷；銷軸
小齒輪	小齒輪
粉紅噪音	粉紅噪聲
銷鏈	銷合鏈
鋸管機	管子加工機床
檢管器	標準體積管
活塞	活塞
活塞面積	活塞面積
不完全燃燒	活塞燒焦
活塞式壓縮機	活塞式壓氣機
活塞頂	活塞頭部
活塞頂	活塞頭部
活塞位移	活塞排量
活塞銷襯套	活塞銷襯套
活塞銷座	活塞銷支座
活塞銷	活塞銷
活塞泵	柱塞泵；活塞泵
活塞環	活塞環
活塞環槽	活塞環槽
活塞桿	活塞杆
活塞裙	活塞裙部
活塞裙	活塞裙部
活塞式發聲器	活塞發聲器
活塞位移	活塞排量
坑	凹坑
坑襯	機坑裏襯
地坑造模	地坑造型
節	螺距；節距；孔距；齒距；節距；縱傾；立柱傾角
螺距角	節錐角；槳距角
俯仰軸	縱傾軸
節圓	節圓
節圓錐	節圓錐面
節圓柱面	節圓柱面
節圓直徑	中徑；節圓直徑；節徑
節螺旋線	節圓螺旋線
節線	中徑線；節線
節平面	節平面
節點	節點
節面	節曲面
動靜壓管	皮托靜壓管
動壓管	皮托管
麻點	剝蝕；麻點
斑蝕	點蝕
平墊圈	平墊圈
平面圖	平面圖
平面機構	平面機構
作用面	齧合平面
行星齒輪	行星齒輪
行星齒輪係	行星齒輪係
龍門刨床	刨床
石膏模型	石膏模
塑膠軸承	塑料軸承
平臺卡車	平台堆垛車
鉑電阻溫度計	鉑熱電阻
塞	插頭
塞規	塞規
塞閥	旋塞閥
塞孔熔接	塞焊
柱塞泵	柱塞泵
層	簾布層
氣力控制	氣動控制
氣動運送機，氣力運送機	氣力輸送機
氣鑽	氣鑽
氣力升降機	氣力提升機
氣力調速機	氣動調速器
氣力磨輪	氣動砂輪機
氣力弔車	氣動葫蘆；氣動吊
氣力千斤頂	氣頂
氣力機械	氣動機械
氣動馬達	氣動馬達
氣力鎬	氣鎬
氣力打椿機	氣動打樁機
氣力拔椿機	氣動拔樁機
氣力泵	氣動泵
氣力鑿岩機	氣動鑿岩機
氣力砂磨器	氣動磨光機
充氣輪胎	充氣輪胎
氣力工具	氣動工具
氣力工具	氣動工具
氣胎曳距	輪胎拖距
氣力振動器	氣動振動器
氣力扳手	氣動扳手；氣扳機
氣力學	氣動技術
尖角	頂角
接觸點	接觸點
指針檢流計	指針式檢流計
泊	泊
極化	極化
偏光	偏振光
偏光透鏡	偏振元件
偏光顯微鏡	偏光顯微鏡
磁極片	極靴
極心速度	極點速度
拋光	抛光
多邊形	多面棱體
孔	孔隙
多孔性	疏松；孔隙度
多孔軸承	多孔質軸承；多孔軸承
移動式皮帶運送機	攜帶帶式輸送機
移動式起重機	便攜式起重機
輕便硬度計	攜帶式硬度計
手提燈	工作燈
門形柱樑	門座
高架起重機	門式起重機
位置	工位
位置控制	位置控制
位置公差	位置公差
定位器	焊接變位機；定位器
位能	位置比能
位落差	位置水頭
澆池	澆口盆
澆杯	澆口杯
粉末	粉末
粉末冶金	粉末冶金
功率係數	功率係數
動力消耗	功率消耗；功耗
動力缸	轉向動力缸
動力泵	機動泵
動力操舵裝置	動力轉向器
動力分導裝置	取力裝置
動力輪機	動力渦輪；動力透平
輔助功率輸出裝置	取力器
沈澱	脫溶物
析出硬化	沈澱硬化
精密鑄造	精密鑄造
精密工具機	精密機床
預燃室	預燃室
預冷器	預冷器
發燄前反應	焰前反應
預型法	預成形坯
預負載	預載荷
壓機	壓力機
壓	壓制
壓力均衡	壓力天平
壓力控制閥	壓力控制閥
壓力降	汽水阻力
壓力能	壓力比能
壓力計	壓力表；壓力計
壓力頭	壓力水頭
壓力式儀表	壓力儀表
壓力比	壓力比；膨脹比；壓比
減壓閥	減壓閥
調整器	調壓器
加壓冒口	壓力冒口
壓力試驗	耐壓檢驗；耐壓試驗
壓力換能器	壓力傳感器
壓力傳送器	壓力變送器
壓焊	壓焊
初級空氣	一次風；一次空氣
初級空氣鼓風機	一次風機
原量器	主基準
初次燃燒區	一次燃燒區
初給	塗底漆；汽水共騰
慣性主軸線	慣性主軸
主慣性矩	主轉動慣量
探針	探頭
製程退火	中間退火
程式控制	過程控制
過程檢驗	過程檢驗
慣性積	慣性積
生產線	生産線
生產力	生産率
測面儀	輪廓儀
級進模具	級進模
投影	投影
浮凸熔接	凸焊
投影機	投影儀
螺槳風扇	螺旋槳式通風機
螺旋槳軸	傳動軸
比例控制	比例控制
比例尺	定量器
原型	原型
乾溼球溫度計	幹濕球濕度計
滑輪	滾筒
滑車組	滑車
脈動	脈動
脈波變換器	脈沖轉換器
煤粉輸送機	給粉機
泵	泵
泵能量	泵流量
泵殼體	泵殼
泵效率	泵效率
泵揚程	泵揚程
泵作用	泵浦；泵氣效應
衝床	沖子；沖頭；凸模
沖洗	吹掃
驅氣	清吹
淨油機	純化器
淨化連串裝置	淨化
撐柱	推刀
按鈕開關	按鈕開關
比重瓶	柱架
象限	分角
定性分析	定性分析
定量分析	定量分析
淬火驟冷	阻封
淬火起重機	淬火起重機
淬火劑	淬火介質
加壓淬火機	淬火壓床
淬火池	淬火冷卻槽
軸承環	滾道
齒條	齒條
齒條齒輪操舵裝置	齒輪齒條式轉向器
徑向滾珠軸承	向心球軸承
徑向軸承	向心軸承
徑向餘隙	徑向間隙
徑向流壓縮機	星型壓縮機
旋臂鑽床	搖臂鑽床
星型發動機	徑向發動機
徑向力	徑向力
徑向負載	徑向載荷
徑向滾子軸承	向心滾子軸承
徑向推力軸承	徑向推力軸承
散熱器	散熱器
散熱器中心部	散熱器芯子
散熱器	散熱器風扇
散熱器開關	散熱器百葉窗
放射線檢查	射線探傷；射線檢測
放射量測學	輻射度學
半徑	幅度
迴轉半徑	回轉半徑
欄杆	軌道；燃油軌
軌夾	夾軌器
軌道	軌道總成
撞鎚	滑枕
衝壓效應	緊實
隨機誤差	隨機誤差
隨機雜訊	隨機噪聲
隨機抽試	隨機試驗
隨機振動	隨機振動
郎肯循環	朗肯循環
輕敲	敲模
稀有氣體	稀有氣體
棘輪	棘輪
棘輪離合器	棘輪離合器
棘輪機構	棘輪機構
變率	荷葉邊
額定容量	額定起重量
額定負載	額定載荷；額定載重量
額定速率	額定轉速；額定速度
額定轉矩	標定轉矩
額定壽命	額定壽命
比率控制器	比值控制器
原料	原材料
反作用	反作用力
反動輪級	反動級
反動式汽輪機	反動式汽輪機
反動式輪機	反動式透平；反擊式水輪機
反應器	導輪
讀數顯微鏡	讀數顯微鏡
試藥	反應劑
絞刀	鉸刀
絞孔	鉸削
後橫架	後橫梁
後輪軸	後驅動橋
後視圖	後視圖
後輪	後輪
接收機	接料盤；貯液器
爐前澆桶	座包
往復式壓縮機	往複壓縮機
往復爐路	往複爐排
往復泵	往複泵
記錄儀器	記錄儀器儀表
再結晶	重結晶；再結晶
整流器	糾正儀；整流器；精餾器
復熱器	蓄熱器；表面式回熱器
減少	壓縮量
參考圖	分度圓；分度圓
基準燃料	基準燃料
基準線	參比線
參考標準	參考標準器
反射率計	反射比測定儀
反光鏡	反光器；反射鏡
反射式反光片	反射器
折射率	折射率
冷媒	制冷劑
冷凍貨船	冷藏船
冷藏船	冷藏集裝箱
冷藏車	冷藏車
冷凍能量	制冷量
冷凍機	制冷機
冷凍廠	制冷裝置
冷凍係統	制冷係統
冷凍	制冷
冷凍循環	制冷循環
冷凍機	冰箱
再生	再生
再生循環	回熱循環
回熱器	蓄冷器；回熱器
登錄器	調風器
調整軸	調速軸
調整閥	真空調節閥
調整輪	導輪
調整器	調節器
再熱循環	再熱循環
再熱因數	重熱係數
再熱器	再熱器
長寬比	相對葉高
相對密度	相對密度
相對效率	相對效率
相對誤差	相對誤差
比較測定	相對測量
相對螺矩	相對節距
相對黏度	相對黏度
鬆弛法	弛豫過程
操作桿	分離推杆
放鬆彈簧	分離彈簧
可靠度	可靠性
排氣閥	卸壓閥
剷齒車床	鏟齒車床
殘留磁性	剩磁
遙控	遠距離控制
補焊	補焊
剩餘動力	後備功率
剩餘氣	余氣
殘餘強度	剩余強度
殘留應力	殘余應力
樹脂黏結劑	樹脂黏結劑
電阻箱	電阻箱
電阻加熱	電阻加熱
電阻點熔接	電阻點焊
電阻溫度計	電阻溫度計
電阻熔接	電阻焊
電阻焊機	電阻焊機
解析度	分辨力；分離度；分辨率
共振	共振
共振頻率	共振頻率
殘留沃田體	殘余奧氏體
承件	傳動座
扣環	擋圈
扣環	擋圈
減速器	緩速器；減速裝置
回行	返回
回程速率	複位轉速
回動彈簧	回位彈簧
回流閥	回油閥
反置錯誤	逆向誤差
回動閥	換向閥
流動學	流變學
肋	筋
富油混合氣	濃混合氣
篩	篩砂機
乘車舒適感	平順性
乘車舒適感	乘坐舒適性
剛性聯結器	剛性聯軸器；剛性聯接
剛接式旋翼	剛性轉子
輪緣	輪辋
環規	環規
環形齒輪	內齒圈
環形彈簧	環形彈簧
破土犁	松土器
波紋	焊波
冒口	冒口；上升管
冒口頸	冒口頸
冒口墊	冒口根
鉚釘	鉚釘
鑿岩機	鑿岩機
鑿岩機	鑿岩機械
搖桿	搖杆
搖臂	搖臂
搖臂軸	搖臂軸
搖臂	搖臂
搖臂	葉片轉臂
洛氏硬度計	洛氏硬度計
輥子	側傾
輥壓型成	輥形
滾點熔接	滾點焊
滾子	滾子；柱銷套；滾子；軋輥；壓路機
滾動軸承	滾子軸承
滾子鍊	滾子鏈
滾子離合器	滾柱離合器
滾輪運送機	輥子輸送機
滾輪式塗漆	輥塗
滾道	滾道
滾轉	滾動；滾圓；軋制；縱軋；滾壓
滾動軸承	滾動軸承
滾動件	滾動體
滾動摩擦	滾動摩擦
輥軋廠	軋機
滾動阻力	滾動阻力
艙頂板	車頂板
根	牙底
齒根角	根圓錐角
齒根圓	根圓；齒根圓
齒根圓錐	齒根圓錐面
根裂	焊根裂紋
齒根圓直徑	底徑；根圓直徑；齒根圓直徑
根面	鈍邊
齒根線	齒根線
接合根	接頭根部
根部半徑	根部半徑
魯氏壓縮機	羅茨式壓氣機
護索設施	壓繩器
索鉤	繩鈎
纜車	鋼絲繩牽引小車
索道	索道
旋轉式壓縮機	回轉式壓縮機
萬克發動機	旋轉活塞式發動機
旋轉泵	回轉泵
旋轉式鑽岩機	岩石鑽
轉台	回轉工作台
轉動葉片	回轉葉片
旋轉失速	旋轉脫流；旋轉失速
轉子	轉子
轉子葉片	動葉片
圓螺帽	圓螺母
製外圓角	倒圓角
橡皮彈簧	橡膠彈簧
橡皮止擋	橡膠擋
紅寶石	紅寶石
紅寶石雷射	紅寶石激光器
橫流道	橫澆道；轉輪
運轉時間	運轉時間
銹	鏽
防銹劑	防鏽材料
防銹油	防鏽油
陽極耗蝕	犧牲陽極
鞍	床鞍
鞍形鍵	鞍形鍵
保險帶	安全帶
安全煞車	安全制動器
安全駕駛室	安全駕駛室
安全離合器	安全離合器
安全裝置	防墜安全器
安全鉗	安全鉗
安全鉤	安全鈎
安全聯鎖	安全聯鎖裝置
安全銷	安全銷
安全閥	安全閥
安全閥	安全閥
鹽分計	鹽量計
客廳	普通乘用車
樣品	樣本
樣本大小	樣本量
試樣採取器	采樣器
抽樣	取樣
砂	原砂
噴砂	噴砂清理；噴砂
夾砂	砂眼
砂模	砂型
砂泵	砂泵
砂再生處理	舊砂處理
拋砂機	抛砂機
上下開啟窗	升降窗
飽和蒸汽	飽和蒸氣
鋸機	鋸床
比例尺	比例；標尺；標度
刻度板	分度板
比例尺	標度盤
掃描電子顯微鏡	掃描電子顯微鏡
嵌接	火焰表面清理
鬆土機	松土耙
驅氣	掃氣
驅氣效率	掃氣效率
示意圖	原理圖
刮痕	拉傷
刮削器	刮刀；刮板；鏟運機
刮土鬥	耙鬥
刮板式裝載機	刮板裝載機
刮削	刮削
畫痕	擦傷
螺旋	旋量；螺釘；螺杆；螺旋
螺旋軸線	螺旋軸
螺旋運送機	螺旋輸送機
螺旋式進給機	螺旋給料機；螺旋給料器
螺紋規	螺紋量規
千斤頂	螺旋千斤頂
螺旋機構	螺旋機構
螺旋式壓機	螺旋壓力機
螺旋泵	螺杆泵
螺紋	螺紋
畫線具	劃針
清潔器	洗滌器
封	密封件
封環	密封環
防漏熔接	密封焊縫
密封膠	密封流體
風雨棚	密閉室測定蒸發排放物法
風雨棚	密閉室測定蒸發排放物法
封閉	氣封
縫焊接	縫焊
縫銲機	縫焊機
無縫管	無縫管
季裂	季裂
座	座椅；閥座
座椅安全帶	安全帶
次級空氣	二次風；二次空氣
二次硬化	二次硬化
次級路線	應急管路
剖面	剖面圖
席比克效應	塞貝克效應
熔執	咬死
選擇腐蝕	選擇性腐蝕
自定中心夾頭	自定心卡盤
自動控制器	自力式控制器
自吸式泵	自吸泵
自持轉速	自持轉速
自動回火	自熱回火
半離心鑄造	半離心鑄造
半導體	半導體
半搭拖車	半挂車
測感元件	敏感元件
靈敏度	靈敏度
感測器	傳感器
分離機	分離器
順序控制	順序控制
串聯係統	串聯係統
運用試驗	實用試驗
設定值	設定點
固定螺釘	緊定螺釘
設定	整定處理
汙水泵	汙水泵
軸	軸
軸傾角	軸交角
軸封	真空軸密封
軸係	軸係
裂紋	搖振
振動清砂	落砂
柄	刀柄；尾柄
牛頭刨床	牛頭刨床
剪力平面	剪切平面
剪力旋壓	錐形變薄旋壓
剪切	剪切
槽輪	滑輪
架	擱梁
砲彈	外環；鍋殼
殼管式熱交換器	列管式換熱器；管殼式換熱器
筒形鍋爐	鍋殼鍋爐
殼模砂心	殼芯
殼形端銑刀	套式立銑刀
殼模鑄造	殼型鑄造
殼模鑄造機	殼型機
殼形絞刀	套式鉸刀
遮護氣體	保護氣體
換擋	錯型；換檔
擺振	擺振
避震器	減振器
陡震損失	沖波損失
抗震試驗	沖擊試驗
震波	沖擊波
鞋	蹄鐵
塊式煞車	蹄式制動器
珠擊法	抛丸清理；噴丸
肩	胎肩
有肩螺釘	軸位螺釘
雨淋式進模口	雨淋澆口
收縮	鑄件線收縮率；縮孔
覆緣	圍帶
停用	停爐
梭動閥	梭閥
側門	車身側門
側銑刀	三面刃銑刀
並列連桿	並列連杆
篩	篩子
篩析	篩分析
篩分試驗	篩分
信號燈	信號燈
消音器	消聲器
消音器	消聲器
矽砂	矽砂
滲矽	滲矽
銀鋅電池	鋅銀蓄電池
單擺	單擺
單缸泵	單聯泵
正弦規	正弦規
單動式壓機	單動壓力機
單動式液壓缸	單作用油缸
單動引擎	單作用發動機
單動泵	單作用泵
單道銲法	單道焊
下沈	下陷量
燒結鐵	燒結鐵
燒結	燒結
尺度因數	尺寸係數
定大小	整形
心型板	骨架
骨架模型	骨架模
草圖	草圖
表皮乾燥鑄模	表面烘幹型
間越順序	跳焊
加寬度淬火處理	欠速淬火
熔渣	熔渣
化渣	結渣
板條運送機	板式輸送機
枕木	臥鋪
枕木	地梁
套筒	護套
套筒聯結器	套筒聯軸器
套筒接合	套管接頭
細長比	高徑比
轉動起重機	回轉起重機
滑桿	滑動導杆
可動軌條	張緊滑軌
滑件	滑塊；滑座；滑板
滑動	滑動
滑門	滑動門
滑動摩擦	滑動摩擦
滑動套筒	齧合套
滑動面	滑動表面
滑	滑差；轉差率；滑轉率
